0,1,2,3,4
4.0,0.24,0.2879,0.0,0.81
6.324555320336759,0.22,0.2727,0.0,0.8
5.656854249492381,0.22,0.2727,0.0,0.8
3.605551275463989,0.24,0.2879,0.0,0.75
1.0,0.24,0.2879,0.0,0.75
1.0,0.24,0.2576,0.0896,0.75
1.4142135623730951,0.22,0.2727,0.0,0.8
1.7320508075688772,0.2,0.2576,0.0,0.86
2.8284271247461903,0.24,0.2879,0.0,0.75
3.7416573867739413,0.32,0.3485,0.0,0.76
6.0,0.38,0.3939,0.2537,0.76
7.483314773547883,0.36,0.3333,0.2836,0.81
9.16515138991168,0.42,0.4242,0.2836,0.77
9.695359714832659,0.46,0.4545,0.2985,0.72
10.295630140987,0.46,0.4545,0.2836,0.72
10.488088481701515,0.44,0.4394,0.2985,0.77
9.643650760992955,0.42,0.4242,0.2985,0.82
8.18535277187245,0.44,0.4394,0.2836,0.82
5.916079783099616,0.42,0.4242,0.2537,0.88
6.082762530298219,0.42,0.4242,0.2537,0.88
6.0,0.4,0.4091,0.2537,0.87
5.830951894845301,0.4,0.4091,0.194,0.87
5.291502622129181,0.4,0.4091,0.2239,0.94
6.244997998398398,0.46,0.4545,0.2985,0.88
4.123105625617661,0.46,0.4545,0.2985,0.88
4.123105625617661,0.44,0.4394,0.2537,0.94
3.0,0.42,0.4242,0.2836,1.0
2.449489742783178,0.46,0.4545,0.194,0.94
1.7320508075688772,0.46,0.4545,0.194,0.94
1.4142135623730951,0.42,0.4242,0.2985,0.77
1.0,0.4,0.4091,0.194,0.76
2.8284271247461903,0.4,0.4091,0.2239,0.71
4.47213595499958,0.38,0.3939,0.2239,0.76
7.280109889280518,0.36,0.3485,0.2239,0.81
8.366600265340756,0.36,0.3333,0.2537,0.71
9.643650760992955,0.36,0.3333,0.2985,0.66
8.660254037844387,0.36,0.3485,0.1343,0.66
7.681145747868608,0.36,0.3485,0.194,0.76
8.602325267042627,0.34,0.3333,0.1642,0.81
8.717797887081348,0.34,0.3333,0.1642,0.71
8.06225774829855,0.34,0.3333,0.194,0.57
7.280109889280518,0.36,0.3333,0.3284,0.46
5.477225575051661,0.32,0.2879,0.4478,0.42
4.69041575982343,0.3,0.2727,0.3582,0.39
5.5677643628300215,0.26,0.2273,0.3284,0.44
3.0,0.24,0.2121,0.2985,0.44
2.8284271247461903,0.22,0.2273,0.1642,0.47
2.23606797749979,0.22,0.197,0.3582,0.44
1.4142135623730951,0.2,0.1667,0.4179,0.44
1.0,0.16,0.1364,0.3881,0.47
1.7320508075688772,0.16,0.1364,0.2836,0.47
5.477225575051661,0.14,0.1061,0.3881,0.5
8.0,0.14,0.1364,0.194,0.5
12.409673645990857,0.14,0.1212,0.2836,0.5
9.38083151964686,0.16,0.1364,0.3881,0.43
6.6332495807108,0.18,0.1667,0.2537,0.43
7.14142842854285,0.2,0.1818,0.3284,0.4
7.810249675906654,0.22,0.2121,0.2985,0.35
7.810249675906654,0.24,0.2121,0.2836,0.35
8.774964387392123,0.26,0.2424,0.2836,0.3
8.48528137423857,0.26,0.2424,0.2537,0.3
8.717797887081348,0.26,0.2424,0.2537,0.3
12.529964086141668,0.24,0.2273,0.2239,0.3
12.529964086141668,0.24,0.2576,0.1045,0.32
10.488088481701515,0.2,0.2576,0.0,0.47
7.211102550927978,0.2,0.2273,0.1045,0.47
7.211102550927978,0.18,0.197,0.1343,0.64
4.47213595499958,0.14,0.1515,0.1343,0.69
3.4641016151377544,0.18,0.2121,0.1045,0.55
2.23606797749979,0.16,0.1818,0.1045,0.55
1.4142135623730951,0.16,0.1818,0.1045,0.59
1.0,0.14,0.1515,0.1343,0.63
1.4142135623730951,0.14,0.1818,0.0896,0.63
2.0,0.12,0.1515,0.1045,0.68
6.0,0.12,0.1515,0.1045,0.74
9.695359714832659,0.12,0.1515,0.1343,0.74
13.379088160259652,0.14,0.1515,0.1642,0.69
10.0,0.16,0.1515,0.2239,0.64
6.48074069840786,0.16,0.1364,0.3284,0.69
7.54983443527075,0.22,0.2121,0.2985,0.51
8.831760866327848,0.22,0.2273,0.1642,0.51
9.848857801796104,0.24,0.2273,0.194,0.56
7.937253933193772,0.26,0.2576,0.2239,0.52
8.06225774829855,0.28,0.2727,0.2537,0.52
9.1104335791443,0.3,0.2879,0.2537,0.49
14.560219778561036,0.28,0.2727,0.2239,0.48
13.490737563232042,0.26,0.2576,0.194,0.48
10.583005244258363,0.24,0.2576,0.1045,0.48
7.3484692283495345,0.24,0.2576,0.1045,0.48
6.928203230275509,0.22,0.2727,0.0,0.64
5.916079783099616,0.22,0.2576,0.0896,0.64
3.3166247903554,0.2,0.2273,0.0896,0.69
2.449489742783178,0.2,0.2576,0.0,0.64
2.449489742783178,0.16,0.197,0.0896,0.74
1.4142135623730951,0.16,0.197,0.0896,0.74
1.4142135623730951,0.24,0.2273,0.2239,0.48
1.7320508075688772,0.22,0.2273,0.1642,0.47
5.744562646538029,0.2,0.197,0.2239,0.47
9.38083151964686,0.18,0.1818,0.194,0.43
13.96424004376894,0.2,0.1818,0.2985,0.4
10.723805294763608,0.22,0.197,0.3284,0.37
7.54983443527075,0.22,0.197,0.3284,0.37
6.782329983125268,0.26,0.2273,0.3284,0.33
8.888194417315589,0.26,0.2273,0.3284,0.33
8.426149773176359,0.28,0.2576,0.2985,0.3
7.874007874011811,0.3,0.2879,0.194,0.28
7.874007874011811,0.3,0.2879,0.194,0.28
9.433981132056603,0.3,0.3182,0.0896,0.28
13.784048752090222,0.24,0.2273,0.194,0.38
13.0,0.24,0.2424,0.1343,0.38
11.489125293076057,0.24,0.2576,0.1045,0.38
9.433981132056603,0.22,0.2273,0.1642,0.47
6.557438524302,0.2,0.197,0.194,0.51
6.48074069840786,0.18,0.197,0.1343,0.55
4.358898943540674,0.2,0.2576,0.0,0.47
3.3166247903554,0.18,0.2424,0.0,0.55
2.0,0.16,0.2273,0.0,0.64
1.4142135623730951,0.16,0.2273,0.0,0.64
1.0,0.16,0.197,0.0896,0.64
2.0,0.14,0.1818,0.0896,0.69
6.0,0.14,0.1667,0.1045,0.63
9.746794344808963,0.16,0.2273,0.0,0.59
14.798648586948742,0.16,0.2273,0.0,0.59
11.045361017187261,0.18,0.2424,0.0,0.51
6.708203932499369,0.2,0.2576,0.0,0.47
7.681145747868608,0.22,0.2576,0.0896,0.44
9.16515138991168,0.26,0.2879,0.0,0.35
8.18535277187245,0.26,0.2727,0.1045,0.35
8.366600265340756,0.28,0.2727,0.1642,0.36
7.874007874011811,0.28,0.2727,0.0,0.36
9.273618495495704,0.26,0.2576,0.1642,0.38
13.114877048604,0.22,0.2273,0.1642,0.51
12.767145334803704,0.22,0.2273,0.1343,0.51
10.583005244258363,0.22,0.2576,0.0896,0.55
8.306623862918075,0.2,0.2121,0.1642,0.51
6.928203230275509,0.22,0.2121,0.2239,0.55
7.211102550927978,0.22,0.2121,0.2836,0.51
4.795831523312719,0.2,0.197,0.194,0.59
4.123105625617661,0.2,0.197,0.194,0.64
2.6457513110645907,0.2,0.197,0.2239,0.69
1.0,0.2,0.197,0.2239,0.69
1.0,0.2,0.2121,0.1343,0.69
2.23606797749979,0.22,0.2727,0.0,0.55
5.830951894845301,0.2,0.2576,0.0,0.69
9.16515138991168,0.2,0.2121,0.1343,0.69
14.491376746189438,0.2,0.197,0.2537,0.51
11.575836902790225,0.2,0.1818,0.2985,0.47
7.937253933193772,0.22,0.197,0.3284,0.37
8.18535277187245,0.2,0.197,0.2239,0.4
7.681145747868608,0.2,0.197,0.2537,0.37
8.54400374531753,0.2,0.1818,0.2836,0.37
7.0710678118654755,0.2,0.197,0.2537,0.4
8.48528137423857,0.2,0.2121,0.1642,0.37
9.327379053088816,0.2,0.2121,0.1642,0.37
13.674794331177344,0.2,0.2576,0.0,0.37
11.090536506409418,0.2,0.2273,0.0896,0.4
9.746794344808963,0.16,0.197,0.0896,0.55
7.14142842854285,0.18,0.2121,0.1045,0.47
6.244997998398398,0.18,0.197,0.1343,0.47
6.0,0.18,0.197,0.1642,0.43
3.872983346207417,0.18,0.197,0.1642,0.51
5.0,0.18,0.197,0.1642,0.51
4.0,0.18,0.2121,0.0896,0.55
4.0,0.18,0.2424,0.0,0.55
2.6457513110645907,0.18,0.197,0.1642,0.55
1.0,0.18,0.197,0.1642,0.55
2.23606797749979,0.16,0.1667,0.1642,0.74
1.4142135623730951,0.16,0.1667,0.1642,0.74
3.0,0.16,0.1818,0.1045,0.74
3.872983346207417,0.16,0.1818,0.1045,0.93
4.47213595499958,0.16,0.1818,0.1045,0.93
7.810249675906654,0.18,0.197,0.1642,0.8
7.874007874011811,0.2,0.1818,0.3881,0.69
9.899494936611665,0.2,0.1818,0.3582,0.59
10.099504938362077,0.2,0.1818,0.3284,0.44
9.746794344808963,0.2,0.1667,0.4925,0.32
8.602325267042627,0.2,0.1667,0.4478,0.32
8.717797887081348,0.18,0.1364,0.4478,0.29
8.306623862918075,0.16,0.1212,0.5522,0.37
7.416198487095663,0.14,0.1212,0.2985,0.39
5.477225575051661,0.14,0.1212,0.2537,0.36
5.291502622129181,0.12,0.1212,0.2537,0.36
6.082762530298219,0.12,0.1061,0.3582,0.39
5.830951894845301,0.12,0.1061,0.3881,0.36
4.69041575982343,0.1,0.0606,0.4478,0.39
5.0,0.1,0.0758,0.3881,0.42
3.4641016151377544,0.1,0.0606,0.4627,0.42
3.3166247903554,0.1,0.0606,0.4627,0.46
2.0,0.1,0.0758,0.4179,0.46
1.0,0.08,0.0909,0.194,0.53
1.0,0.08,0.0909,0.194,0.53
1.0,0.1,0.0909,0.2836,0.49
2.449489742783178,0.08,0.0909,0.194,0.53
3.1622776601683795,0.1,0.0909,0.2836,0.49
4.358898943540674,0.12,0.0758,0.5224,0.46
7.0,0.14,0.1061,0.3881,0.43
7.0,0.16,0.1212,0.5224,0.4
9.1104335791443,0.18,0.1364,0.4478,0.37
8.660254037844387,0.2,0.1667,0.4478,0.34
8.48528137423857,0.22,0.1818,0.4627,0.32
9.055385138137417,0.22,0.197,0.3582,0.35
9.591663046625438,0.2,0.1667,0.4478,0.34
7.874007874011811,0.18,0.1515,0.3881,0.37
6.928203230275509,0.16,0.1364,0.3284,0.4
6.4031242374328485,0.16,0.1364,0.3284,0.43
6.164414002968976,0.14,0.1212,0.2537,0.46
4.47213595499958,0.14,0.1061,0.4179,0.46
3.872983346207417,0.14,0.1212,0.2985,0.46
2.449489742783178,0.12,0.1364,0.194,0.5
2.23606797749979,0.12,0.1212,0.2836,0.5
1.0,0.12,0.1212,0.2836,0.5
1.7320508075688772,0.12,0.1212,0.2239,0.5
1.0,0.12,0.1212,0.2239,0.5
1.7320508075688772,0.1,0.1212,0.1343,0.54
1.7320508075688772,0.1,0.1061,0.2537,0.54
5.5677643628300215,0.12,0.1212,0.2836,0.5
8.774964387392123,0.12,0.1212,0.2239,0.5
13.711309200802088,0.12,0.1212,0.2836,0.5
9.695359714832659,0.14,0.1212,0.2537,0.5
5.5677643628300215,0.14,0.1212,0.2985,0.5
5.477225575051661,0.16,0.1364,0.2836,0.47
7.211102550927978,0.2,0.1818,0.2836,0.4
7.3484692283495345,0.2,0.1818,0.2836,0.4
6.855654600401044,0.2,0.197,0.2239,0.4
6.708203932499369,0.2,0.197,0.2239,0.4
8.602325267042627,0.2,0.2121,0.1343,0.4
13.341664064126334,0.2,0.2273,0.1045,0.4
12.449899597988733,0.2,0.197,0.2239,0.4
9.746794344808963,0.16,0.1667,0.1642,0.47
8.602325267042627,0.16,0.1667,0.1642,0.5
6.164414002968976,0.14,0.1364,0.194,0.59
4.898979485566356,0.14,0.1515,0.1642,0.59
4.242640687119285,0.14,0.1515,0.1642,0.59
3.4641016151377544,0.14,0.1667,0.1045,0.59
1.7320508075688772,0.14,0.1515,0.1642,0.59
1.7320508075688772,0.16,0.1515,0.194,0.55
2.449489742783178,0.16,0.1818,0.1343,0.55
5.196152422706632,0.16,0.1818,0.1343,0.55
9.9498743710662,0.16,0.2273,0.0,0.55
14.730919862656235,0.18,0.2121,0.0896,0.51
11.40175425099138,0.18,0.197,0.1642,0.51
7.3484692283495345,0.2,0.2121,0.1642,0.51
5.916079783099616,0.2,0.2121,0.1343,0.47
7.54983443527075,0.2,0.2273,0.1045,0.51
7.211102550927978,0.2,0.2273,0.0896,0.59
7.937253933193772,0.2,0.2273,0.0896,0.59
6.855654600401044,0.16,0.197,0.0896,0.8
8.717797887081348,0.16,0.1515,0.2239,0.86
11.661903789690601,0.16,0.1515,0.2239,0.86
9.746794344808963,0.16,0.1818,0.1045,0.93
7.14142842854285,0.16,0.2273,0.0,0.93
5.656854249492381,0.16,0.1515,0.194,0.93
4.47213595499958,0.16,0.197,0.0896,0.86
5.385164807134504,0.16,0.1818,0.1045,0.93
