cnt,season,temp,atemp,windspeed,hum
4.0,1,0.24,0.2879,0.0,0.81
6.324555320336759,1,0.22,0.2727,0.0,0.8
5.656854249492381,1,0.22,0.2727,0.0,0.8
3.605551275463989,1,0.24,0.2879,0.0,0.75
1.0,1,0.24,0.2879,0.0,0.75
1.0,1,0.24,0.2576,0.0896,0.75
1.4142135623730951,1,0.22,0.2727,0.0,0.8
1.7320508075688772,1,0.2,0.2576,0.0,0.86
2.8284271247461903,1,0.24,0.2879,0.0,0.75
3.7416573867739413,1,0.32,0.3485,0.0,0.76
6.0,1,0.38,0.3939,0.2537,0.76
7.483314773547883,1,0.36,0.3333,0.2836,0.81
9.16515138991168,1,0.42,0.4242,0.2836,0.77
9.695359714832659,1,0.46,0.4545,0.2985,0.72
10.295630140987,1,0.46,0.4545,0.2836,0.72
10.488088481701515,1,0.44,0.4394,0.2985,0.77
9.643650760992955,1,0.42,0.4242,0.2985,0.82
8.18535277187245,1,0.44,0.4394,0.2836,0.82
5.916079783099616,1,0.42,0.4242,0.2537,0.88
6.082762530298219,1,0.42,0.4242,0.2537,0.88
6.0,1,0.4,0.4091,0.2537,0.87
5.830951894845301,1,0.4,0.4091,0.194,0.87
5.291502622129181,1,0.4,0.4091,0.2239,0.94
6.244997998398398,1,0.46,0.4545,0.2985,0.88
4.123105625617661,1,0.46,0.4545,0.2985,0.88
4.123105625617661,1,0.44,0.4394,0.2537,0.94
3.0,1,0.42,0.4242,0.2836,1.0
2.449489742783178,1,0.46,0.4545,0.194,0.94
1.7320508075688772,1,0.46,0.4545,0.194,0.94
1.4142135623730951,1,0.42,0.4242,0.2985,0.77
1.0,1,0.4,0.4091,0.194,0.76
2.8284271247461903,1,0.4,0.4091,0.2239,0.71
4.47213595499958,1,0.38,0.3939,0.2239,0.76
7.280109889280518,1,0.36,0.3485,0.2239,0.81
8.366600265340756,1,0.36,0.3333,0.2537,0.71
9.643650760992955,1,0.36,0.3333,0.2985,0.66
8.660254037844387,1,0.36,0.3485,0.1343,0.66
7.681145747868608,1,0.36,0.3485,0.194,0.76
8.602325267042627,1,0.34,0.3333,0.1642,0.81
8.717797887081348,1,0.34,0.3333,0.1642,0.71
8.06225774829855,1,0.34,0.3333,0.194,0.57
7.280109889280518,1,0.36,0.3333,0.3284,0.46
5.477225575051661,1,0.32,0.2879,0.4478,0.42
4.69041575982343,1,0.3,0.2727,0.3582,0.39
5.5677643628300215,1,0.26,0.2273,0.3284,0.44
3.0,1,0.24,0.2121,0.2985,0.44
2.8284271247461903,1,0.22,0.2273,0.1642,0.47
2.23606797749979,1,0.22,0.197,0.3582,0.44
1.4142135623730951,1,0.2,0.1667,0.4179,0.44
1.0,1,0.16,0.1364,0.3881,0.47
1.7320508075688772,1,0.16,0.1364,0.2836,0.47
5.477225575051661,1,0.14,0.1061,0.3881,0.5
8.0,1,0.14,0.1364,0.194,0.5
12.409673645990857,1,0.14,0.1212,0.2836,0.5
9.38083151964686,1,0.16,0.1364,0.3881,0.43
6.6332495807108,1,0.18,0.1667,0.2537,0.43
7.14142842854285,1,0.2,0.1818,0.3284,0.4
7.810249675906654,1,0.22,0.2121,0.2985,0.35
7.810249675906654,1,0.24,0.2121,0.2836,0.35
8.774964387392123,1,0.26,0.2424,0.2836,0.3
8.48528137423857,1,0.26,0.2424,0.2537,0.3
8.717797887081348,1,0.26,0.2424,0.2537,0.3
12.529964086141668,1,0.24,0.2273,0.2239,0.3
12.529964086141668,1,0.24,0.2576,0.1045,0.32
10.488088481701515,1,0.2,0.2576,0.0,0.47
7.211102550927978,1,0.2,0.2273,0.1045,0.47
7.211102550927978,1,0.18,0.197,0.1343,0.64
4.47213595499958,1,0.14,0.1515,0.1343,0.69
3.4641016151377544,1,0.18,0.2121,0.1045,0.55
2.23606797749979,1,0.16,0.1818,0.1045,0.55
1.4142135623730951,1,0.16,0.1818,0.1045,0.59
1.0,1,0.14,0.1515,0.1343,0.63
1.4142135623730951,1,0.14,0.1818,0.0896,0.63
2.0,1,0.12,0.1515,0.1045,0.68
6.0,1,0.12,0.1515,0.1045,0.74
9.695359714832659,1,0.12,0.1515,0.1343,0.74
13.379088160259652,1,0.14,0.1515,0.1642,0.69
10.0,1,0.16,0.1515,0.2239,0.64
6.48074069840786,1,0.16,0.1364,0.3284,0.69
7.54983443527075,1,0.22,0.2121,0.2985,0.51
8.831760866327848,1,0.22,0.2273,0.1642,0.51
9.848857801796104,1,0.24,0.2273,0.194,0.56
7.937253933193772,1,0.26,0.2576,0.2239,0.52
8.06225774829855,1,0.28,0.2727,0.2537,0.52
9.1104335791443,1,0.3,0.2879,0.2537,0.49
14.560219778561036,1,0.28,0.2727,0.2239,0.48
13.490737563232042,1,0.26,0.2576,0.194,0.48
10.583005244258363,1,0.24,0.2576,0.1045,0.48
7.3484692283495345,1,0.24,0.2576,0.1045,0.48
6.928203230275509,1,0.22,0.2727,0.0,0.64
5.916079783099616,1,0.22,0.2576,0.0896,0.64
3.3166247903554,1,0.2,0.2273,0.0896,0.69
2.449489742783178,1,0.2,0.2576,0.0,0.64
2.449489742783178,1,0.16,0.197,0.0896,0.74
1.4142135623730951,1,0.16,0.197,0.0896,0.74
1.4142135623730951,1,0.24,0.2273,0.2239,0.48
1.7320508075688772,1,0.22,0.2273,0.1642,0.47
5.744562646538029,1,0.2,0.197,0.2239,0.47
9.38083151964686,1,0.18,0.1818,0.194,0.43
13.96424004376894,1,0.2,0.1818,0.2985,0.4
10.723805294763608,1,0.22,0.197,0.3284,0.37
7.54983443527075,1,0.22,0.197,0.3284,0.37
6.782329983125268,1,0.26,0.2273,0.3284,0.33
8.888194417315589,1,0.26,0.2273,0.3284,0.33
8.426149773176359,1,0.28,0.2576,0.2985,0.3
7.874007874011811,1,0.3,0.2879,0.194,0.28
7.874007874011811,1,0.3,0.2879,0.194,0.28
9.433981132056603,1,0.3,0.3182,0.0896,0.28
13.784048752090222,1,0.24,0.2273,0.194,0.38
13.0,1,0.24,0.2424,0.1343,0.38
11.489125293076057,1,0.24,0.2576,0.1045,0.38
9.433981132056603,1,0.22,0.2273,0.1642,0.47
6.557438524302,1,0.2,0.197,0.194,0.51
6.48074069840786,1,0.18,0.197,0.1343,0.55
4.358898943540674,1,0.2,0.2576,0.0,0.47
3.3166247903554,1,0.18,0.2424,0.0,0.55
2.0,1,0.16,0.2273,0.0,0.64
1.4142135623730951,1,0.16,0.2273,0.0,0.64
1.0,1,0.16,0.197,0.0896,0.64
2.0,1,0.14,0.1818,0.0896,0.69
6.0,1,0.14,0.1667,0.1045,0.63
9.746794344808963,1,0.16,0.2273,0.0,0.59
14.798648586948742,1,0.16,0.2273,0.0,0.59
11.045361017187261,1,0.18,0.2424,0.0,0.51
6.708203932499369,1,0.2,0.2576,0.0,0.47
7.681145747868608,1,0.22,0.2576,0.0896,0.44
